Дата публикации,Автор,Текст отзыва,Оценка,Количество фотографий,Наличие видео,Теги
"2025-11-13 14:02:13","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:13","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:14","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:14","Анастасия","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:14","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:14","Вчера, 22:25","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:14","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:15","Вчера, 22:25","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:15","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:15","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:15","Достоинства:Просто супер берите не пожалеете","Достоинства:Просто супер берите не пожалеете",5,0,Нет,""
"2025-11-13 14:02:16","Ответ продавца","Спасибо, Анастасия, за ваш отзыв! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас и создавать уютную атмосферу в вашем доме. С наступающим Новым Годом и обращайтесь к нам снова! ещё",5,0,Нет,""
"2025-11-13 14:02:16","Ответ продавца","Спасибо, Анастасия, за ваш отзыв! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас и создавать уютную атмосферу в вашем доме. С наступающим Новым Годом и обращайтесь к нам снова! ещё",5,0,Нет,""
"2025-11-13 14:02:16","Покупатель Wildberries","Выкупили",5,1,Нет,""
"2025-11-13 14:02:16","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:16","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:17","Покупатель Wildberries","Выкупили",5,0,Нет,""
"2025-11-13 14:02:17","Покупатель Wildberries","Выкупили",5,0,Нет,""
"2025-11-13 14:02:17","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:17","Вчера, 22:15 · Дополнен","Вчера, 22:15 · Дополнен",5,0,Нет,""
"2025-11-13 14:02:18","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:18","Вчера, 22:15 · Дополнен","Вчера, 22:15 · Дополнен",5,0,Нет,""
"2025-11-13 14:02:18","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:18","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:19","Разрешились","Разрешились Первоначальный отзыв",5,0,Нет,""
"2025-11-13 14:02:19","Ответ продавца","Благодарим вас за отзыв и высокую оценку нашего товара! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас своим волшебством и создавать уютную атмосферу. Обращайтесь к нам снова, рады будем помочь! ещё",5,0,Нет,""
"2025-11-13 14:02:19","Ответ продавца","Благодарим вас за отзыв и высокую оценку нашего товара! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас своим волшебством и создавать уютную атмосферу. Обращайтесь к нам снова, рады будем помочь! ещё",5,0,Нет,""
"2025-11-13 14:02:19","Алена","Выкупили",5,1,Нет,""
"2025-11-13 14:02:19","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:20","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:20","Алена","Выкупили",5,0,Нет,""
"2025-11-13 14:02:20","Алена","Выкупили",5,0,Нет,""
"2025-11-13 14:02:20","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:21","Вчера, 21:58","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:21","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:21","Вчера, 21:58","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:21","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:22","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:22","Достоинства:Хорошая игрушка на подарок ребенку)","Достоинства:Хорошая игрушка на подарок ребенку)",5,0,Нет,""
"2025-11-13 14:02:22","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:02:22","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:02:23","Алик","Выкупили",5,1,Нет,""
"2025-11-13 14:02:23","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:24","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:24","Алик","Выкупили",5,0,Нет,""
"2025-11-13 14:02:24","Алик","Выкупили",5,0,Нет,""
"2025-11-13 14:02:24","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:25","Вчера, 21:38","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:25","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:25","Вчера, 21:38","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:25","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:26","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:26","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:26","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:26","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:02:26","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:02:27","Светлана","Выкупили",5,1,Нет,""
"2025-11-13 14:02:27","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:27","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:27","Светлана","Выкупили",5,0,Нет,""
"2025-11-13 14:02:28","Светлана","Выкупили",5,0,Нет,""
"2025-11-13 14:02:28","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:28","Вчера, 21:14","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:28","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:29","Вчера, 21:14","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:29","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:29","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:29","Достоинства:Восторг","Достоинства:Восторг",5,0,Нет,""
"2025-11-13 14:02:30","Ответ продавца","Спасибо, Светлана, за ваш отзыв! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он принесет вам много радости и уюта в холодные зимние вечера. Обращайтесь к нам всегда с любыми пожеланиями и вопросами. Всегда готовы помочь! С наступающим Новым годом! ещё",5,0,Нет,""
"2025-11-13 14:02:30","Ответ продавца","Спасибо, Светлана, за ваш отзыв! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он принесет вам много радости и уюта в холодные зимние вечера. Обращайтесь к нам всегда с любыми пожеланиями и вопросами. Всегда готовы помочь! С наступающим Новым годом! ещё",5,0,Нет,""
"2025-11-13 14:02:30","Анастасия","Выкупили",5,1,Нет,""
"2025-11-13 14:02:30","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:30","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:31","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:31","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:31","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:32","Вчера, 21:08","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:32","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:32","Вчера, 21:08","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:32","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:33","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:33","Достоинства:Полная комплектация","Достоинства:Полная комплектация Недостатки:Пришел в полном разряде Комментарий:Маленький, удобно держать в руке, яркий (яркость можно уменьшать с кнопки вык)",5,4,Да,""
"2025-11-13 14:02:33","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:33","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:33","Ответ продавца","Спасибо, Анастасия, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Мы стараемся делать наши товары удобными и безопасными для детей. Будем рады видеть вас снова в нашем магазине! ещё",5,0,Нет,""
"2025-11-13 14:02:34","Ответ продавца","Спасибо, Анастасия, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Мы стараемся делать наши товары удобными и безопасными для детей. Будем рады видеть вас снова в нашем магазине! ещё",5,0,Нет,""
"2025-11-13 14:02:34","Владимир","Выкупили",5,1,Нет,""
"2025-11-13 14:02:34","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:34","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:35","Владимир","Выкупили",5,0,Нет,""
"2025-11-13 14:02:35","Владимир","Выкупили",5,0,Нет,""
"2025-11-13 14:02:35","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:35","Вчера, 21:04","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:35","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:36","Вчера, 21:04","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:36","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:36","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:36","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:37","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:37","Ответ продавца","Спасибо большое, Владимир, за ваш отзыв! Мы очень рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова в нашем магазине! С наступающим Новым Годом! ещё",5,0,Нет,""
"2025-11-13 14:02:37","Ответ продавца","Спасибо большое, Владимир, за ваш отзыв! Мы очень рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова в нашем магазине! С наступающим Новым Годом! ещё",5,0,Нет,""
"2025-11-13 14:02:37","Юля","Выкупили",5,1,Нет,""
"2025-11-13 14:02:37","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:38","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:38","Юля","Выкупили",5,0,Нет,""
"2025-11-13 14:02:38","Юля","Выкупили",5,0,Нет,""
"2025-11-13 14:02:38","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:39","Вчера, 20:44","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:39","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:39","Вчера, 20:44","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:39","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:40","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:40","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:40","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:40","Ответ продавца","Спасибо, Юля! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет прекрасным подарком на Новый год. Если у вас возникнут какие-либо вопросы или пожелания, обращайтесь к нам с уважением. Удачных вам покупок! ещё",5,0,Нет,""
"2025-11-13 14:02:41","Ответ продавца","Спасибо, Юля! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет прекрасным подарком на Новый год. Если у вас возникнут какие-либо вопросы или пожелания, обращайтесь к нам с уважением. Удачных вам покупок! ещё",5,0,Нет,""
"2025-11-13 14:02:41","Евгения","Выкупили",5,1,Нет,""
"2025-11-13 14:02:41","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:41","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:42","Евгения","Выкупили",5,0,Нет,""
"2025-11-13 14:02:42","Евгения","Выкупили",5,0,Нет,""
"2025-11-13 14:02:42","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:42","Вчера, 20:31","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:43","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:43","Вчера, 20:31","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:43","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:43","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:44","Недостатки:-","Достоинства:В меру яркий ночник, эстетично смотрится в комнате. Маленький, аккуратный. Недостатки:- Комментарий:Все понравилось, рекомендую",5,3,Да,""
"2025-11-13 14:02:44","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:44","Ответ продавца","Спасибо, Евгения, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Будем рады видеть вас снова среди наших покупателей. Держите нас в виду при выборе подарков для ваших малышей и не только! С уважением, наша команда. ещё",5,0,Нет,""
"2025-11-13 14:02:44","Ответ продавца","Спасибо, Евгения, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Будем рады видеть вас снова среди наших покупателей. Держите нас в виду при выборе подарков для ваших малышей и не только! С уважением, наша команда. ещё",5,0,Нет,""
"2025-11-13 14:02:44","Виктория","Выкупили",5,1,Нет,""
"2025-11-13 14:02:45","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:45","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:45","Виктория","Выкупили",5,0,Нет,""
"2025-11-13 14:02:45","Виктория","Выкупили",5,0,Нет,""
"2025-11-13 14:02:45","Виктория","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:46","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:46","Вчера, 20:29","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:46","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:46","Вчера, 20:29","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:47","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:47","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:47","Анонимный покупатель","Достоинства:Такой яркий ночник, для детской идеально. Комментарий:Есть пульт, можно дистанционно управлять",5,6,Да,""
"2025-11-13 14:02:47","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:47","Ответ продавца","Спасибо за ваш отзыв, Виктория! Мы очень рады, что вам понравился наш детский ночник с возможностью дистанционного управления. Надеемся, что он будет радовать вас и вашего ребенка каждую ночь. Будем рады видеть вас снова у нас! ещё",5,0,Нет,""
"2025-11-13 14:02:48","Ответ продавца","Спасибо за ваш отзыв, Виктория! Мы очень рады, что вам понравился наш детский ночник с возможностью дистанционного управления. Надеемся, что он будет радовать вас и вашего ребенка каждую ночь. Будем рады видеть вас снова у нас! ещё",5,0,Нет,""
"2025-11-13 14:02:48","Анастасия","Выкупили",5,1,Нет,""
"2025-11-13 14:02:48","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:48","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:49","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:49","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:49","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:49","Вчера, 20:26","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:50","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:50","Вчера, 20:26","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:50","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:50","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:51","Недостатки:Минусов нет","Достоинства:Очень компактный Безумно удобно ночью кормить ребенка Недостатки:Минусов нет Комментарий:Надеюсь служить будет долго Цена очень классная за такого маленького помощника",5,4,Да,""
"2025-11-13 14:02:51","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:51","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:51","Ответ продавца","Спасибо за отзыв, Анастасия! Мы очень рады, что вам понравился наш детский ночник. Мы уверены, что он будет служить вам долго и приносить уют и комфорт вашему малышу. Надеемся на дальнейшее сотрудничество! 😊 ещё",5,0,Нет,""
"2025-11-13 14:02:51","Ответ продавца","Спасибо за отзыв, Анастасия! Мы очень рады, что вам понравился наш детский ночник. Мы уверены, что он будет служить вам долго и приносить уют и комфорт вашему малышу. Надеемся на дальнейшее сотрудничество! 😊 ещё",5,0,Нет,""
"2025-11-13 14:02:52","Юлия","Выкупили",5,1,Нет,""
"2025-11-13 14:02:52","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:52","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:52","Юлия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:52","Юлия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:53","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:53","Вчера, 20:17","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:53","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:53","Вчера, 20:17","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:54","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:54","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:54","Анонимный покупатель","В челом хороший ночник, детям нравиться, сняла звезду за то, что пришёл с царапина и на стекле, в ПВЗ не проверила, возвращать не стала",5,0,Нет,""
"2025-11-13 14:02:54","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:02:55","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:02:55","Валерия","Выкупили",5,1,Нет,""
"2025-11-13 14:02:55","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:55","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:56","Валерия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:56","Валерия","Выкупили",5,0,Нет,""
"2025-11-13 14:02:56","Валерия","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:56","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:56","Вчера, 20:11","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:57","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:57","Вчера, 20:11","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:57","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:57","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:58","Плюсы товара","Достоинства:Шикарный, хоть и маленький. Светит замечательно и ярко❤",5,2,Да,""
"2025-11-13 14:02:58","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:58","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:58","Ответ продавца","Спасибо, Валерия, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Надеемся, что он будет служить вашему малышу долгие годы и создавать уютную атмосферу в его комнате. Будем рады видеть вас снова у нас! ещё",5,0,Нет,""
"2025-11-13 14:02:58","Ответ продавца","Спасибо, Валерия, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Надеемся, что он будет служить вашему малышу долгие годы и создавать уютную атмосферу в его комнате. Будем рады видеть вас снова у нас! ещё",5,0,Нет,""
"2025-11-13 14:02:59","Мария","Выкупили",5,1,Нет,""
"2025-11-13 14:02:59","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:59","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:02:59","Мария","Выкупили",5,0,Нет,""
"2025-11-13 14:02:59","Мария","Выкупили",5,0,Нет,""
"2025-11-13 14:03:00","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:03:00","Вчера, 20:05","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:00","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:00","Вчера, 20:05","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:00","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:01","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:01","Минусы товара","Недостатки:Ночник не работает!!! Проектор выключается , когда выключается свет !!! Т.е. работает только при свете включенном",5,0,Нет,""
"2025-11-13 14:03:01","Минусы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:01","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:03:01","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:03:02","Милана","Выкупили",5,1,Нет,""
"2025-11-13 14:03:02","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:03:02","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:03:02","Милана","Выкупили",5,0,Нет,""
"2025-11-13 14:03:03","Милана","Выкупили",5,0,Нет,""
"2025-11-13 14:03:03","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:03:03","Вчера, 20:05","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:03","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:03","Вчера, 20:05","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:04","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:04","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:04","Достоинства:Хорошее качество","Достоинства:Хорошее качество",5,2,Да,""
"2025-11-13 14:03:04","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:05","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:05","Ответ продавца","Спасибо, Милана, за отличную оценку! Мы рады, что вам понравился наш ночник детский. Надеемся, что он прослужит вам долго и будет радовать вашего малыша. Обращайтесь к нам, если у вас возникнут какие-либо вопросы или пожелания. Будем рады помочь! ещё",5,0,Нет,""
"2025-11-13 14:03:05","Ответ продавца","Спасибо, Милана, за отличную оценку! Мы рады, что вам понравился наш ночник детский. Надеемся, что он прослужит вам долго и будет радовать вашего малыша. Обращайтесь к нам, если у вас возникнут какие-либо вопросы или пожелания. Будем рады помочь! ещё",5,0,Нет,""
"2025-11-13 14:03:05","Ольга","Выкупили",5,1,Нет,""
"2025-11-13 14:03:05","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:03:05","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:03:06","Ольга","Выкупили",5,0,Нет,""
"2025-11-13 14:03:06","Ольга","Выкупили",5,0,Нет,""
"2025-11-13 14:03:06","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:03:06","Вчера, 20:02","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:07","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:07","Вчера, 20:02","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:07","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:07","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:08","Комментарий:Хороший маленький недорогой ночник","Достоинства:Инструкции нет, но разобралась как пользоваться, до полной зарядки примерно час заряжался, несколько режимов, всё работает, переключается. Рекомендую Комментарий:Хороший маленький недорогой ночник",5,3,Да,""
"2025-11-13 14:03:08","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:08","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:03:08","Ответ продавца","Спасибо за отзыв, Ольга! Мы рады, что вам понравился наш детский ночник. Надеемся, что он будет использоваться с удовольствием и приносить комфорт вашему малышу во время ночного сна. Если у вас возникнут какие-либо вопросы или пожелания, не стесняйтесь обращаться к нам. Будем рады помочь вам! ещё",5,0,Нет,""
"2025-11-13 14:03:08","Ответ продавца","Спасибо за отзыв, Ольга! Мы рады, что вам понравился наш детский ночник. Надеемся, что он будет использоваться с удовольствием и приносить комфорт вашему малышу во время ночного сна. Если у вас возникнут какие-либо вопросы или пожелания, не стесняйтесь обращаться к нам. Будем рады помочь вам! ещё",5,0,Нет,""
